Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
10-07-1961,11:20:00,"Les Prevosts, Guernsey",Aerolineas Argentinas,0,Maracaibo - Miami,Douglas DC-3,CCCP-04188,394,34,31,3,34,31,3,0,"After departing Rhein-Main Air Base, the pilot sent a distress message requesting an emergency landing.  Soon after, the aircraft disintegrated losing it's left wing. Some sort of undetermined emergency led to explosive decompression which led to the destruction of the plane."
10-10-1961,16:50:00,"Near Richmond, Virginia",Military - ForÃ§a Aérea Portuguesa,0,Jeddah - Aswan,Handley Page Hastings C-2,G-ASHG,557,37,34,3,17,16,1,0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot. It was alleged Thomas Doty, recently arrested for armed robery, and insured for $300,00 put together the dynamite bomb and placed it in the lavatory."
11-01-1961,12:55:00,Off Puerto Rico,Ansett ANA,0,Memphis - New Orleans,Douglas DC-7C,OH-LCA,67302806,88,79,9,45,38,7,0,The plane lost an engine on take off and crashed 7 km southeast of the Airport.
11-01-1961,10:30:00,"Mt Ruapehu, North Island, New Zealand",Lufthansa,0,Warsaw - Cracow,Bristol 170 Freighter 31M,CF-TJN,1580,10,7,3,2,0,2,0,"During takeoff from Orly Airport, the nose rose for about 5 seconds and then dropped back down on the runway. Smoke streamed from the wheels as the crew tried to stop the aircraft but it ran off the runway and collided with the runway lights and a house. The only survivors were two stewardesses who were seated in the tail section which broke free in the crash. The aircraft's horizontal stabilizer was improperly trimmed due to a failure of the trim servo motor."
11-08-1961,09:25:00," Harare, Zimbabwe",Military - Belgian Air Force,0,Seven Islands - Montreal,Lockheed C-69 Constellation,N609,199,79,74,5,76,74,2,0,The cargo plane struck a mountain after losing an engine.
11-11-1961,12:43:00,"Campinas, Brazil",Lanica,0,Atsuji - Atsuji,Lockheed L-749A Constellation,N709PA,187009101,3,0,3,3,0,3,0,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatic direction finder due to the effects of poor atmospheric conditions. The aircraft was named ""Chateau de Chantilly."""
21-11-1961,13:00:00,Sao Tomé,Aeroflot,0,Kinshasa - Kananga - Mbuji-Mayi,Aero Commander 680F,OD-AEB,244,6,5,1,6,5,1,0,The plane crashed into a mountain during an approach to Adler Airport. The accident was caused by a change in approach patterns to the airport on the part of controllers without approval from aviation authorities.  Lack of training by the carrier for flights into mountainous regions.
22-11-1961,20:42:00,"Sydney, NSW, Australia",British European Airways,0,"Silchar, India - Khulna, Bangladesh",,SU-AFK,10445,3,0,3,3,0,3,0,The aircraft went into an uncontrollable dive from FL 290.
23-11-1961,06:55:00,"Mainz, Germany",Kodiak Airways,0,"Medford, NJ - Allentown, PA",de Havilland Comet 4,N93131,14,52,40,12,52,40,12,0,"The crew reported losing the right engine. The plane lost altitude as the crew tried to make it to Tashkent. The aircraft  crashed into a cotton field, broke in three and caught fire."
23-11-1961,23:20:00,"Chievres, Belgium",Garuda Indonesia Airlines,0,Rome - Reggio di Calabria,Douglas C-54 Skymaster,LV-FYJ,805120,35,0,0,21,0,0,0,"The aircraft crashed into a hill near Bombay, India, at an elevation of 3,600 ft. 50 miles ENE of the airport. Navigational error.  Premature descent. Crew did not use navigational facilities available."
30-11-1961,16:45:00,"Managua, Nicaragua",Aeroflot,0,Mexico City - Monterey,Vickers Viscount 720,TC-ETI,13764,15,11,4,15,11,4,0,"The cargo plane descended and crashed into the ocean attempting to take off. A loss of power on the No.1 and 2 engines following takeoff, which resulted in a gradual loss of height. The probable slow psycho-physical reaction of the crew, due to fatigue, may have prevented perception of the danger and the timely execution of maneuvers to prevent the accident, or minimize its consequences."
12-04-1961,22:17:00,"Near Chebotovka, Russia",Ethiopian Airlines,0,"Shemya, AK - Eielson, AK",Boeing 720-030B,N2999,16937/34196,3,0,3,3,0,3,0,A vulture crashed through the cockpit window and killed the copilot.
12-12-1961,21:20:00,"Ankara, Turkey",Corporacion Boliviano de Fomento,0,Moscow - Chernihiv,Fairchild C-119G / Fairchild C-119,CP- 568,517,13,0,13,13,0,13,8,"En route, he encountered poor weather conditions and the airplane entered a narrow valley in low visibility. The pilot realized the situation and attempted a sharp turn to return when the airplane stalled, struck the ground and crashed.."
15-12-1961,13:32:00,"Old Harbor, Kodiak Island, Alaska",Aeroflot,0,"Talas, Kyrgyzstan - Frunze, Russia",Curtiss C-46,PI-C97,45954/362,2,0,2,2,0,2,0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error."
17-12-1961,08:08:00,"Surabaya, Indonesia",Faucett,0,"Atlanta, GA - Sumpter, SC - Greer, SC",Ilyushin IL-18B,N8607,148,59,50,9,59,50,9,0,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control."
21-12-1961,07:47:00,"Near Mineral Waters, Russia",Avensa,0,Katmandu - Simra,de Havilland Comet 4B,JA5098,22265,34,27,7,27,20,7,0,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general."
24-12-1961,17:30:00,"Near Tippi, Ethiopia",Avianca,0,New York - Newark,Grumman G-21A Goose,G-AOVO,49,5,4,1,1,1,0,0,"After rotation, the airplane encountered difficulties in gaining height and struck a truck with one of its wing."
29-12-1961,14:47:00,"Caranavi ,Bolivia",American Airlines,0,Kalaupapa - Lihue,Douglas DC-3,N86504,19696/688,14,0,0,14,0,0,0,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track."
31-12-1961,11:30:00,"Batataevka, USSR",Caledonian Airways,0,Marseille- Algiers - Hassi Messaoud,Ilyushin IL-18B,N410D,410,119,110,9,32,30,2,0,Rejected takeoff. Overran runway into the sea. Incorrect stabilizer setting. Stablizer setting changed from nose-up to nose-down position. Delayed decision to abort takeoff.
13-01-1962,14:50:00,"Near Tino Maria, Peru",South African Airways,0,Training,Douglas DC-3,HK-862,4229,18,15,3,5,3,2,1,"While taking off, the aircraft began to veer to the left. The pilot corrected to avoid a collision with the T wind indicator and crossed into the parking apron. The pilot applied full power and decided to take off from the apron. The starboard wing struck two helicopters, cart wheeled and burst into flames. Pilot error. Poor flight technique, faulty judgment in trying to take off outside of the main runway."
22-01-1962,09:02:00,"Portlamar, Margarita Island, Venezuela",Societa Aerea Mediterranea,0,"	Dnepropetrovsk - 	Vinnitsa",Curtiss C-46D,N384,369,6,2,4,6,2,4,0,Crashed into the jungle near San Ramon.
27-01-1962,09:25:00,"Municipio de Marulanda, Colombia",Military - U.S. Air Force,0,"Long Tieng, Laos - Sam Thong, Laos",Antonov AN-10A,N61442,20554,14,0,14,13,0,13,0,"On a disaster relief mission, the plane clipped tree tops and crashed."
02-04-1962,19:41:00,"Jamaica Bay, New York, New York",Turkish Airlines (THY),0,"	Noril'sk - Moscow",Douglas DC-3,N4320P,45,18,15,3,18,15,3,0,The airliner crashed and burned 10 minutes after taking off from Khabarovsk Airport.The crew reported that they were experiencing shaking and uncontrollable roll and yaw.
25-02-1962,23:30:00,"Douala, Cameroon",Flying Tiger Line,0,Kyzyl - Khovu-Aksy,Fairchild F-27,I-LAKE,12541,23,20,3,23,20,3,0,"The aircraft lost its right wing in flight, crashed and burned in a field. Malfunction of the electric elevator trim tab unit which resulted in aircraft uncontrollability and subsequent structural failure of the wing."
25-02-1962,11:00:00,"Near Seymour, South Africa",Flying Tiger Line,0,Chicago - Des Moines.,Douglas C-47A,N4726V,19690/540,2,0,2,2,0,2,0,Crashed on approach.
03-01-1962,15:55:00,"Rome, Italy",Military - French Air Force,0,Anadyr - Cross Bay,Boeing B-707-123B,VR-AAM,386,95,87,8,95,87,8,0,Crashed into a fog shrouded wooded ravine in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.
03-04-1962,19:45:00,"Near Alencon, France",Cubana de Aviacion,0,Savannakhet - Pakse,Douglas DC-7C,N9984X,45822/272,111,101,10,111,101,10,0,"The failure of the left engine and execution of a sharp 180 degree turn to the left of the original flight path. This was the only possible maneuver since the valley ahead narrowed and a turn to the right could not be effected, because the aircraft was close to - and below the altitude of - a mountain on that side."
03-06-1962,00:39:00,"Mt. Medetsiz, Turkey",Military - Colombian Air Force,0,Bogota - Villavicencio,Douglas DC-3,OD-AEM,20415,7,3,4,2,0,2,0,Collided with a mountain while en route. Crew error. Flew below minimums into a cloud covered mountainous area.
03-08-1962,18:15:00,"Western Pacific Ocean, Philippine Sea",Military - U.S. Air Force,0,Indianapolis - Bakalar AFB,Douglas DC-6B,N2770R,19891/631,5,0,5,5,0,5,0,"While en route in bad weather conditions, the airplane struck the slope of a mountain located in the region of the Sela Pass."
03-08-1962,13:05:00,"Adak, Alaska",AVISPA,0,Mactan - Manilla,Lockheed C-130A Hercules,T-47,6320,15,13,2,15,13,2,0,"A fire developed in the No. 3 engine. A few minutes later, the propeller of the No. 1 engine oversped and the flight engineer inadvertently closed the firewall shutoff valve to the No. 1 engine. The No. 1 engine was then shut down. The No. 2 engine then developed mechanical trouble. The plane ditched at sea approximately 560 nm W of Shannon, Ireland. Failure of 2 of the 4 aircraft's engines and the improper action of the flight engineer which disabled a 3rd engine necessitating a ditching at sea."
03-08-1962,19:40:00,Algeria,Channel Airways,0,Camp Grande - Londrina - Sao Palo,Fairchild F-27,62-0332,157,11,8,3,11,8,3,0,"On final, the airplane struck the top of a hill and crashed by a house located near the village of Slavkov, about 6 km from the runway 28 threshold."
15-03-1962,17:26:00,"Santiago de Cuba, Cuba",Military - Union of Burma Air Force,0,Vancouver - Campbell River,Lockheed 1049H Super Constellation,PI-C51,14125,107,96,11,107,96,11,0,"Collided with a RCAF CF-101B Voodoo fighter plane on the runway. The controller having assumed in error that the Viscount was turning off at the high speed taxi strip, cleared the Voodoo aircraft for takeoff before the Viscount was clear of the active runway. The Voodoo collided with the tail of the Viscount, killing a stewardess and one passenger. The Voodoo caught fire but continued to fly. It climbed to 1,200 feet where both crew members ejected safely."
15-03-1962,17:00:00,"Near Villavicencio, Colombia",Cruzeiro,0,Pleiku - Da Nang,Lockheed 1049H Super Constellation,PP-SPZ,10356,7,0,7,1,0,1,0,"While on final approach to Seville-San Pablo Airport, the crew was able to send a brief mayday message, reporting that the aircraft caught fire. Shortly later, the airplane went out of control and crashed onto a hill located 4 km short of runway threshold."
20-03-1962,13:00:00,Near Hong Kong,East Provincial Airways,0,Chicago - Mexico City,Nord 2501 Noratlas,HZ-AAN,3,11,8,3,11,8,3,0,Crashed while practicing take offs and landings.
27-03-1962,13:05:00,"Serrania del Baudo, Colombia",United Arab Airlines,0,Santa Cruz - La Paz,Ilyushin IL-14,B-908,47243/448,22,18,4,22,18,4,0,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft."
04-06-1962,15:04:00,"	St. Boniface Down, England",Military - U.S. Air Force,0,SÃ£o Tomé - Uli,Douglas C-47,EC-AQH,188011301,31,26,5,31,26,5,0,Crashed on takeoff on a test flight. Rudder controls improperly installed.
19-04-1962,17:52:00,"Near Mong Pa Liao, Burma",Military - U.S. Navy,0,Subi Point - USS Constellation,Douglas C-47,N1007U,1946,16,10,6,15,10,5,0,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions."
22-04-1962,08:52:00,"Vitoria, Brazil",Continental Airlines,0,Surgut - Nizhnevartovsk,Douglas C-47A-1,N7405,67302406,40,36,4,40,36,4,0,"Made a sharp turn, nosed up and hit the ground."
